2016/11/03 13:01:09,3554.873,-07602.490
2016/11/03 13:01:11,3554.869,-07602.490
2016/11/03 13:01:13,3554.865,-07602.489
2016/11/03 13:01:15,3554.862,-07602.489
2016/11/03 13:01:17,3554.858,-07602.489
2016/11/03 13:01:19,3554.855,-07602.490
2016/11/03 13:01:21,3554.851,-07602.490
2016/11/03 13:01:23,3554.847,-07602.490
2016/11/03 13:01:25,3554.844,-07602.491
2016/11/03 13:01:27,3554.841,-07602.492
2016/11/03 13:01:29,3554.837,-07602.494
