2016/11/10 15:10:39,3554.928,-07602.498
2016/11/10 15:10:41,3554.925,-07602.500
2016/11/10 15:10:43,3554.921,-07602.499
2016/11/10 15:10:45,3554.918,-07602.498
2016/11/10 15:10:47,3554.915,-07602.496
2016/11/10 15:10:49,3554.911,-07602.496
2016/11/10 15:10:51,3554.908,-07602.496
2016/11/10 15:10:53,3554.904,-07602.495
2016/11/10 15:10:55,3554.900,-07602.495
2016/11/10 15:10:57,3554.897,-07602.494
2016/11/10 15:10:59,3554.893,-07602.493
2016/11/10 15:11:01,3554.890,-07602.492
2016/11/10 15:11:03,3554.887,-07602.491
2016/11/10 15:11:05,3554.883,-07602.490
2016/11/10 15:11:07,3554.880,-07602.489
2016/11/10 15:11:09,3554.876,-07602.489
2016/11/10 15:11:11,3554.873,-07602.490
2016/11/10 15:11:13,3554.869,-07602.490
2016/11/10 15:11:15,3554.865,-07602.489
2016/11/10 15:11:17,3554.862,-07602.489
2016/11/10 15:11:19,3554.858,-07602.489
2016/11/10 15:11:21,3554.855,-07602.490
2016/11/10 15:11:23,3554.851,-07602.490
2016/11/10 15:11:25,3554.847,-07602.490
2016/11/10 15:11:27,3554.844,-07602.491
2016/11/10 15:11:29,3554.841,-07602.492
2016/11/10 15:11:31,3554.837,-07602.494
2016/11/10 15:11:33,3554.834,-07602.496
2016/11/10 15:11:35,3554.831,-07602.498
2016/11/10 15:11:37,3554.828,-07602.499
2016/11/10 15:11:39,3554.825,-07602.501
2016/11/10 15:11:41,3554.822,-07602.502
2016/11/10 15:11:43,3554.819,-07602.504
2016/11/10 15:11:45,3554.816,-07602.506
2016/11/10 15:11:47,3554.812,-07602.507
2016/11/10 15:11:49,3554.809,-07602.508
2016/11/10 15:11:51,3554.805,-07602.508
2016/11/10 15:11:53,3554.802,-07602.509
2016/11/10 15:11:55,3554.798,-07602.510
2016/11/10 15:11:57,3554.795,-07602.511
2016/11/10 15:11:59,3554.792,-07602.513
2016/11/10 15:12:01,3554.789,-07602.515
2016/11/10 15:12:03,3554.786,-07602.517
2016/11/10 15:12:05,3554.783,-07602.519
2016/11/10 15:12:07,3554.781,-07602.522
2016/11/10 15:12:09,3554.779,-07602.525
2016/11/10 15:12:11,3554.780,-07602.529
2016/11/10 15:12:13,3554.780,-07602.532
2016/11/10 15:12:15,3554.781,-07602.536
2016/11/10 15:12:17,3554.781,-07602.539
2016/11/10 15:13:30,3554.928,-07602.498
2016/11/10 15:13:32,3554.925,-07602.500
2016/11/10 15:13:34,3554.921,-07602.499
2016/11/10 15:13:36,3554.918,-07602.498
2016/11/10 15:13:38,3554.915,-07602.496
2016/11/10 15:13:40,3554.911,-07602.496
2016/11/10 15:13:42,3554.908,-07602.496
2016/11/10 15:13:44,3554.904,-07602.495
2016/11/10 15:13:46,3554.900,-07602.495
2016/11/10 15:13:48,3554.897,-07602.494
2016/11/10 15:13:50,3554.893,-07602.493
2016/11/10 15:13:52,3554.890,-07602.492
2016/11/10 15:13:54,3554.887,-07602.491
2016/11/10 15:13:56,3554.883,-07602.490
2016/11/10 15:13:58,3554.880,-07602.489
